customer_id,name,email,phone,city,state,pincode,gender,age,registration_date,loyalty_points,is_premium
CUST001179,Nachiket Shanker,nachiket.shanker277@hotmail.com,9485570264,Mumbai,Maharashtra,621995,Male,24,25-04-2026,4399,Yes
CUST001180,Xavier Bhattacharyya,xavier.bhattacharyya776@hotmail.com,9961499302,Pune,Maharashtra,381864,male,50,14-10-2023,481,
CUST001181,Odika Shetty,,9805823323,Chennai,Tamil Nadu,537778,M,49,2026-01-29,3581,Yes
CUST001182,Chandresh Randhawa,chandresh.randhawa844@yahoo.com,9884220501,Nagpur,Maharashtra,326419,1,35,2022-07-06,320,Yes
CUST001183,Harrison Behl,harrison.behl192@yahoo.com,9110445729,jaipur,Rajasthan,182872,FEMALE,61,29/09/2024,,Yes
CUST001184,Benjamin Bassi,,9367003960,Indore,Madhya Pradesh,056699,male,-55,,4683,Yes
CUST001185,Ronith Memon,,9908493840,Delhi,Delhi,529236,MALE,30,2025-07-30,4357,FALSE
CUST001186,LOHIT ARORA,,9188262104,Surat,Gujarat,918144,female,34,,,No
CUST001187,Aarnav Karan,aarnav.karan741@yahoo.com,9188564299,Hyderabad,Telangana,950369,Male,56,2024-11-01,4106,No
CUST001188,.,viraj.taneja869@gmail.com,,Mumbai,Maharashtra,165754,Male,38,2022-10-29,2321,No
CUST001189,Yashodhara Rege,yashodhara.rege98@gmail.com,9386685375,Pune,Maharashtra,058741,MALE,52,2025-12-31,1128,No
CUST001190,Zaid Ramanathan,,+91-96700-26395,Indore,Madhya Pradesh,128850,MALE,26,2023-04-01,1578,Yes
CUST001191,Bachittar Iyer,bachittar.iyer9@hotmail.com,N/A,HYDERABAD,Telangana,361972,female,-39,04-05-2024,568,No
CUST001192,Vincent Kunda,vincent.kunda408@gmail.com,9165318142,Mumbai,Maharashtra,ABCDE,Male,23,2025-12-17,709,Yes
CUST001193,finn bains,finn.bains948@outlook.com,,patna,Bihar,945540,female,,2025-04-30,2663,No
CUST001194,KRISHNA DUGAL,krishna.dugal671@yahoo.com,9572238097,Nagpur,Maharashtra,224344,Female,-19,04-04-2026,2997,Yes
CUST001195,Diya Hari,NA,9552964165,CHENNAI,Tamil Nadu,680271,Male,38,2024-04-07,3758,Yes
CUST001196,Qasim Upadhyay,qasim.upadhyay721@outlook.com,9850320018,Mumbai,Maharashtra,222341,Female,22,2024-10-25,3348,FALSE
CUST001197,Imaran Khanna,imaran.khanna485@outlook.com,9811237418,bhopal,Madhya Pradesh,358659,Male,44,04-07-2025,4100,No
CUST001198,Baljiwan Ramesh,baljiwan.ramesh832@yahoo.com,9429894892,Bangalore,Karnataka,728149,female,25,2023-11-14,2070,No
CUST001199,Chaman Gulati,chaman.gulati994@outlook.com,9396795419,Chennai,Tamil Nadu,856581,Male,60,2025-04-13,4509,Yes
CUST001200,Radhika Prasad,radhika.prasad315@yahoo.com,9730028057,Mumbai,Maharashtra,978567,Other,0,2024-03-27,3438,No
CUST001201,Dalbir Som,dalbir.som101@gmail.com,9295147039,BHOPAL,Madhya Pradesh,000979,Male,65,2024-05-08,240,No
CUST001202,George Raval,george.raval5@yahoo.com,9207889701,Surat,Gujarat,693527,Male,21,,860,Yes
CUST001203,Akshay Chowdhury,akshay.chowdhury215@hotmail.com,9609859727,Indore,Madhya Pradesh,597446,female,24,2025-04-04,3399,Yes
CUST001204,Hitesh Balasubramanian,hitesh.balasubramanian779@hotmail.com,9762325843,Indore,Madhya Pradesh,450244,Female,55,2024-11-16,4291,No
CUST001205,amaira munshi,amaira.munshi449@hotmail.com,0000000000,lucknow,Uttar Pradesh,156142,Male,51,2024-04-05,28,No
CUST001206,Jasmit Sane,jasmit.sane969@outlook.com,N/A,Mumbai,Maharashtra,404567,male,27,2025/10/06,4817,No
CUST001207,Ranveer Balan,ranveer.balan497@hotmail.com,9143291532,Ahmedabad,Gujarat,381026,m,18,2024-08-14,,No
CUST001208,Veer Tank,veer.tank16@yahoo.com,9818472514,Ahmedabad,Gujarat,413776,Female,43,10/10/2025,3200,No
CUST001209,Ekta Rau,ekta.rau467@hotmail.com,9606977733,INDORE,Madhya Pradesh,961104,Female,45,31-10-2023,2987,Yes
CUST001210,Onveer Balan,onveer.balan917@hotmail.com,9517036164,MUMBAI,Maharashtra,ABCDE,Male,59,2024-07-20,2310,Yes
CUST001211,Simon Goswami,simon.goswami555hotmail.com,9336642661,BHOPAL,Madhya Pradesh,927558,male,22,2024-12-31,1207,Yes
CUST001212,Tanveer Shetty,tanveer.shetty564@outlook.com,9534092211,Nagpur,Maharashtra,117364,f,39,2025-09-23,,Yes
CUST001213,Aishani Gupta,aishani.gupta788@yahoo.com,9980750569,Chennai,Tamil Nadu,862652,Male,48,2023-09-28,910,Yes
CUST001214,Jeevika Bath,jeevika.bath138@yahoo.com,9921495018,Patna,Bihar,347969,Female,42,2024-06-05,4903,Yes
CUST001215,,raagini.koshy446@hotmail.com,9554033342,Mumbai,Maharashtra,ABCDE,Male,47,2022-11-15,2962,No
CUST001216,Urmi Dhar,urmi.dhar236@outlook.com,9165714543,Ahmedabad ,Gujarat,968968,Female,19,2025-03-14,597,No
CUST001217,.,,9927401626,Lucknow,Uttar Pradesh,148389,Male,46,2026-01-30,374,No
CUST001218,Banjeet Parikh,banjeet.parikh700@yahoo.com,+91-91725-82581,Mumbai,Maharashtra,930217,Female,53,2023-06-30,1133,Yes
CUST001219,Ladli Kumer,ladli.kumer487@rediffmail.com,,Jaipur,Rajasthan,853553,f,43,2025-06-20,,No
CUST001220,NEHA DEO,neha.deo704@rediffmail.com,9748523009,Chennai,Tamil Nadu,519858,FEMALE,38,2023-01-19,72,No
CUST001221,Qasim Bali,qasim.bali903@outlook.com,9463999473,Mumbai,Maharashtra,193532,M,19,2024-05-23,1482,No
CUST001222,Alexander Sathe,alexander.sathe62@yahoo.com,919790915223,bangalore,Karnataka,458106,NA,41,2023-09-25,4028,Yes
CUST001223,,harini.sarin381@gmail.com,9998882657,Chennai,Tamil Nadu,957580,Female,24,2024-07-11,,Yes
CUST001224,.,fariq.sen985@rediffmail.com,9114940230,PATNA,Bihar,517064,MALE,35,,207,FALSE
CUST001225,Wahab Ganesh,wahab.ganesh826@gmail.com,9308325394,Patna,Bihar,651950,MALE,20,2023/01/11,3758,No
CUST001226,Ekaja Trivedi,ekaja.trivedi452@yahoo.com,9940224182,Hyderabad,Telangana,075146,Male,32,,2663,Yes
CUST001227,Bachittar Radhakrishnan,bachittar.radhakrishnan564@hotmail.com,N/A,Surat ,Gujarat,470541,MALE,49,2024-11-11,4690,No
CUST001228,YAMINI SAMI,yamini.sami577@outlook.com,,Lucknow,Uttar Pradesh,266698,Female,28,08/09/2024,2915,FALSE
CUST001229,Eesha Saxena,eesha.saxena464@gmail.com,9686404315,Nagpur,Maharashtra,595179,female,41,2022-08-31,,Yes
CUST001230,faris palla,faris.palla865@yahoo.com,9278138015,patna,Bihar,863596,NA,37,2026-04-11,,Yes
CUST001231,Oviya Prabhu,oviya.prabhu198@yahoo.com,0000000000,Bangalore,Karnataka,ABCDE,Female,59,2022-10-10,929,Yes
CUST001232,Raksha Purohit,raksha.purohit920@gmail.com,0000000000,Chennai,Tamil Nadu,940638,Female,31,2025-03-30,1328,Yes
CUST001233,Balvan Talwar,balvan.talwar832rediffmail.com,,Bangalore,Karnataka,666490,Male,35,11-02-2025,471,No
CUST001234,Baljiwan Chaudhary,baljiwan.chaudhary616@rediffmail.com,+91-91606-03959,pune,Maharashtra,265158,Male,48,2025-07-09,537,TRUE
CUST001235,Ekaja Kannan,ekaja.kannan580@yahoo.com,9467109996,Indore,Madhya Pradesh,968748,Male,0,2022-11-02,1901,Yes
CUST001236,Yutika Agrawal,yutika.agrawal155@rediffmail.com,9528038396, Bhopal,Madhya Pradesh,173200,MALE,57,2023-01-27,216,Yes
CUST001237,William Deol,william.deol896@yahoo.com,9305140378,patna,Bihar,606861,Female,39,2023-02-28,1143,Yes
CUST001238,Wazir Varma,wazir.varma453@outlook.com,9594990130,Lucknow,Uttar Pradesh,586598,Male,62,2025-07-10,765,Yes
CUST001239,Ekantika Soman,ekantika.soman718@rediffmail.com,9734260115,chennai,Tamil Nadu,,female,20,2026-02-18,1624,no
CUST001240,Ekantika Mistry,ekantika.mistry363@gmail.com,9763047617,Surat,Gujarat,505350,female,36,2025-12-01,2732,No
CUST001241,Ekaraj Grover,ekaraj.grover176@hotmail.com,9863002504,Jaipur,Rajasthan,524126,Male,50,2025-11-03,1378,Yes
CUST001242,Arjun Chahal,arjun.chahal83@rediffmail.com,9696408977,lucknow,Uttar Pradesh,657404,FEMALE,52,2023-12-25,3323,No
CUST001243,Jai Issac,jai.issac258@yahoo.com,9197323605,Jaipur,Rajasthan,817612,f,23,2023-09-12,110,No
CUST001244,Devika Sarin,,,Bhopal,Madhya Pradesh,,male,0,2025-04-22,153,Yes
CUST001245,nisha banerjee,nisha.banerjee380@yahoo.com,9290735809,indore,Madhya Pradesh,633468,Male,55,2024-10-27,3439,
CUST001246,Damini Rastogi,damini.rastogi288@outlook.com,N/A,Ahmedabad,Gujarat,,,43,2025-08-18,2899,No
CUST001247,Ekiya Narayan,ekiya.narayan456@outlook.com,9339370760,Bangalore,Karnataka,315203,Male,-44,2022-09-29,2121,Yes
CUST001248,bachittar chakraborty,bachittar.chakraborty102@outlook.com,9977383817,,Tamil Nadu,266747,Male,48,2025-11-13,3442,Yes
CUST001249,Tamanna Soman,tamanna.soman300@yahoo.com,9148321492,Nagpur,Maharashtra,406571,male,-39,2024-01-02,,No
CUST001250,.,farhan.radhakrishnan188@gmail.com,9408197328,Surat,Gujarat,541410,Female,49,2022-09-06,2746,No
CUST001251,Indira Mallick,indira.mallick170@hotmail.com,9929691979,Ahmedabad,Gujarat,031269,Other,44,,1416,No
CUST001252,SIDDHARTH SUNDARAM,,9343885977,Chennai,Tamil Nadu,861228,female,35,2024-04-12,2631,Yes
CUST001253,Charles Narang,charles.narang547@gmail.com,9558853963,MUMBAI,Maharashtra,262368,male,24,2022-10-23,4280,Yes
CUST001254,Priya Ahluwalia,PRIYA.AHLUWALIA771@OUTLOOK.COM,9477315779,Pune,Maharashtra,846363,male,61,2023-11-19,550,No
CUST001255,Zashil Chad,zashil.chad765@rediffmail.com,9164221002,delhi,Delhi,327318,M,,2024-09-03,3722,No
CUST001256,Anay Batta,anay.batta944@hotmail.com,9826306463,NAGPUR,Maharashtra,223175,M,61,2024-11-26,1322,Yes
CUST001257,Farhan Sarraf,,0000000000,Indore,Madhya Pradesh,275596,Female,19,2022-08-09,182,No
CUST001258,Diya Karnik,diya.karnik139@yahoo.com,9551647696,Patna,Bihar,908334,F,23,2025-07-03,4153,Yes
CUST001259,Lajita Ray,lajita.ray48@outlook.com,9320381430,Kolkata,West Bengal,449465,Male,50,2022-06-20,3945,Yes
CUST001260,Samesh Sarma,samesh.sarma869@gmail.com,9783759471,Kolkata,West Bengal,861341,MALE,21,2023-07-25,636,No
CUST001261,GAUTAMI ARORA,gautami.arora192@gmail.com,9531879514,Ahmedabad,Gujarat,815734,m,18,2026-01-15,1452,Yes
CUST001262,Wridesh Pillay,wridesh.pillay503@gmail.com,9549553756,Surat,Gujarat,003852,Other,32,2024-03-27,49,No
CUST001263,Hritik Mital,hritik.mital31@yahoo.com,9734966253,Bangalore,Karnataka,833655,m,61,2023-05-03,4927,Yes
CUST001264,Benjamin Pandya,benjamin.pandya461@gmail.com,9742972069,indore,Madhya Pradesh,140318,male,18,2026-04-30,2224,No
CUST001265,Varenya Gade,varenya.gade802@gmail.com,9678507609,hyderabad,Telangana,489623,Male,58,2022-09-20,933,Yes
CUST001266,Anay Mangal,anay.mangal595@yahoo.com,9802279710,Lucknow,Uttar Pradesh,071308,male,-20,,1278,No
CUST001267,ZARNA TAILOR,,,Patna,Bihar,ABCDE,Male,28,2026-05-16,2424,No
CUST001268,Nidhi Mohan,,9722183588,Mumbai,Maharashtra,069699,F,58,,3465,No
CUST001269,Azaan Keer,azaan.keer176@outlook.com,9242197462,PATNA,,727943,Male,57,,1435,TRUE
CUST001270,Amara Kumer,amara.kumer224@hotmail.com,9509616605,Patna,Bihar,397534,1,61,2025-03-08,,No
CUST001271,Orinder Subramaniam,orinder.subramaniam674@hotmail.com,0000000000,PATNA,Bihar,230434,0,47,,2181,No
CUST001272,Tarak Chakrabarti,tarak.chakrabarti386@outlook.com,,,Bihar,181989,Other,62,2025-11-12,3480,Yes
CUST001273,Tanay Pandey,tanay.pandey965@hotmail.com,9360996106,Bhopal,Madhya Pradesh,588856,,50,25-05-2026,4669,No
CUST001274,Yasti Chakrabarti,yasti.chakrabarti421@yahoo.com,9236551103,Kolkata ,,371987,male,57,2024-01-24,1059,No
CUST001275,Lakshit Gulati,lakshit.gulati683@yahoo.com,+91-91542-21505,Ahmedabad,Gujarat,965173,Male,44,19-03-2025,3261,No
CUST001276,William Pillai,william.pillai914@hotmail.com,9733516846,Surat,Gujarat,354261,Male,65,2023-11-24,1764,No
CUST001277,Gaurangi Chhabra,gaurangi.chhabra508@outlook.com,9499613352,Pune,Maharashtra,779541,Female,51,2022-12-02,2060,no
CUST001278,Girik Swamy,girik.swamy783@rediffmail.com,N/A,Hyderabad,,595635,Female,21,2023-03-28,3267,Yes
CUST001279,Radha Rout,radha.rout874@gmail.com,9885001037,Chennai,Tamil Nadu,046877,Male,51,2025-07-31,4452,Yes
CUST001280,Charan Kakar,charan.kakar688@outlook.com,9897020113,Jaipur,Rajasthan,827267,m,39,2022-08-18,4248,No
CUST001281,Lavanya Ganguly,lavanya.ganguly437@outlook.com,9959422538,mumbai,Maharashtra,107196,F,26,2023-02-09,4466,Yes
CUST001282,Wriddhish Tella,wriddhish.tella901@gmail.com,N/A,Bhopal,Madhya Pradesh,,male,51,2025-10-04,2378,Yes
CUST001283,Alka Mahal,alka.mahal124@yahoo.com,9177892030,Indore,Madhya Pradesh,133549,,,2023-10-14,1389,No
CUST001284,oviya madan,oviya.madan680@yahoo.com,9257424246,Pune,Maharashtra,107236,M,0,2024/29/11,1720,Yes
CUST001285,Yamini Sagar,yamini.sagar318@hotmail.com,9407746385,Bangalore,,909840,male,46,2024-11-12,1847,Yes
CUST001286,PALLAVI SANKARAN,pallavi.sankaran424@hotmail.com,,Patna,Bihar,566746,1,62,2023-08-11,3959,Yes
CUST001287,Mitali Choudhury,mitali.choudhury393@yahoo.com,9139770754,Surat,Gujarat,402006,female,40,2023-02-17,781,No
CUST001288,Bina Deshpande,bina.deshpande375@yahoo.com,9225598974,Nagpur,,804842,male,21,2025-04-12,103,No
CUST001289,Ayush Parmer,ayush.parmer780@yahoo.com,9946604736,Delhi,Delhi,423004,female,61,2026-02-05,326,No
CUST001290,Yashvi Bhatt,yashvi.bhatt286@gmail.com,9673569473,Jaipur,Rajasthan,725906,M,999,2024-09-25,3582,Yes
CUST001291,Chaitaly Chandran,chaitaly.chandran136@yahoo.com,,Nagpur,Maharashtra,081033,Male,50,2023-02-23,3992,No
CUST001292,Azaan Kaul,,9760494733,MUMBAI,Maharashtra,973592,F,36,,1189,No
CUST001293,Ansh Bobal,ansh.bobal575@gmail.com,9959361214,Kolkata,West Bengal,138740,M,,2025-12-15,1301,No
CUST001294,Vivaan Ramesh,,9399054184,,Bihar,580239,Male,52,2025-09-07,1611,Yes
CUST001295,MAANAV CHANA,maanav.chana348@yahoo.com,9552286408,Nagpur,Maharashtra,498829,male,44,2023-08-29,3079,0
CUST001296,neha nagar,neha.nagar758@rediffmail.com,9239307133,Mumbai,Maharashtra,732199,Male,42,,424,Yes
CUST001297,Vasana Gola,,9788344795,HYDERABAD,Telangana,818510,Male,52,,358,Yes
CUST001298,Pranit Toor,,,Nagpur,Maharashtra,722585,male,41,2026-01-25,918,Yes
CUST001299,SAI IYER,sai.iyer441@gmail.com,+91-95976-45551,Mumbai,Maharashtra,585040,Female,38,2022-07-26,1122,No
CUST001300,Aditya Walla,aditya.walla338@yahoo.com,9233525943,Surat,Gujarat,004493,female,42,2024-03-19,2318,No
CUST001301,Garima Gopal,garima.gopal703@hotmail.com,+91-96297-02023,Bangalore,,597882,Female,33,2023-10-03,1143,No
CUST001302,Manya Sanghvi,manya.sanghvi158@outlook.com,9536051952,MUMBAI,Maharashtra,192157,Male,50,,35,Yes
CUST001303,Balhaar Banik,balhaar.banik829@gmail.com,9157948332,Lucknow,Uttar Pradesh,ABCDE,Female,22,2025-07-13,4646,No
CUST001304,Edhitha Thakkar,edhitha.thakkar697@hotmail.com,9602015372,Nagpur,Maharashtra,893469,M,0,2024-08-01,4715,No
CUST001305,Harsh Varma,harsh.varma595@yahoo.com,9516980397,Patna,Bihar,593357,Female,56,2026-05-11,3243,Yes
CUST001306,LAVANYA KARPE,lavanya.karpe249@outlook.com,9960377361,Ahmedabad,Gujarat,257781,Male,-59,05/02/2026,,No
CUST001307,Oviya Raval,NA,9328386419,Hyderabad,Telangana,221663,,36,01/09/2022,1092,Yes
CUST001308,Vedant Bhalla,vedant.bhalla386@rediffmail.com,9800875109,patna,Bihar,223036,Female,63,2024-08-28,1152,Yes
CUST001309,Praneel Bahl,praneel.bahl1@gmail.com,9302828617,Mumbai ,Maharashtra,064799,Female,31,2026-03-13,,Yes
CUST001310,Balendra Sawhney,balendra.sawhney840@hotmail.com,9452461851,Mumbai,Maharashtra,495677,Female,46,2024-01-30,568,Yes
CUST001311,Gauri Sabharwal,gauri.sabharwal292@yahoo.com,0000000000,mumbai,Maharashtra,728647,FEMALE,27,2024-01-24,1788,Yes
CUST001312,Mitali Narang,mitali.narang978@outlook.com,9420767223,Nagpur,,997955,Male,53,2025-04-17,2744,Yes
CUST001313,Xavier Chhabra,xavier.chhabra87@gmail.com,9949421482,Indore,Madhya Pradesh,508297,female,19,2022-06-05,3005,No
CUST001314,Vedant Dhaliwal,vedant.dhaliwal863@outlook.com,9114810549,Bangalore,Karnataka,774213,Other,60,2023-11-07,3305,1
CUST001315,ADVAY PANDYA,advay.pandya274@hotmail.com,9793303150,Nagpur,Maharashtra,432739,1,62,2022-10-29,4437,Yes
CUST001316,Priya Apte,priya.apte604@rediffmail.com,9973883682,Patna,Bihar,582461,Other,31,2025-09-16,2429,Yes
CUST001317,Gaurang Ganesh,gaurang.ganesh134@gmail.com,+91-96884-67051,Surat,Gujarat,328728,F,60,15-01-2024,4607,no
CUST001318,Kai Dugar,kai.dugar462@outlook.com,9275394713,mumbai,Maharashtra,995280,female,37,2023-07-16,1323,No
CUST001319,Umang Grover,umang.grover793@rediffmail.com,9238263447,Nagpur ,Maharashtra,493787,female,39,2025-10-31,3177,No
CUST001320,Wahab Dara,wahab.dara590@hotmail.com,9602015777,Nagpur,Maharashtra,751220,,35,2022-12-11,3509,No
CUST001321,Naveen Master,naveen.master555@yahoo.com,9766681449,Indore,Madhya Pradesh,958787,Other,21,,3417,No
CUST001322,Falan Mohanty,falan.mohanty327@outlook.com,9536317169,Delhi,Delhi,834642,female,43,2025-12-16,4043,Yes
CUST001323,Rajeshri Bandi,,9659440441,Pune,Maharashtra,156001,Male,0,,2091,Yes
CUST001324,Luke Krish,luke.krish789@rediffmail.com,9607138389,Chennai,,842148,NA,30,2025-07-01,139,Yes
CUST001325,Anirudh Agarwal,,,Bhopal,,746206,Other,35,2022/28/08,497,No
CUST001326,Aishani Bhalla,aishani.bhalla32@rediffmail.com,9398475548,Jaipur,Rajasthan,595680,Male,45,2024-04-21,3971,FALSE
CUST001327,Amara Varghese,NA,0000000000,Chennai,Tamil Nadu,836652,f,47,2025-04-12,4031,Yes
CUST001328,Nakul Dayal,nakul.dayal587@hotmail.com,9461617321,Ahmedabad,Gujarat,603618,Male,,2025-04-10,1205,Yes
CUST001329,Frederick Gala,frederick.gala999@yahoo.com,9401041423,Delhi,Delhi,817060,NA,,26-06-2023,3766,No
CUST001330,Prisha Gopal,prisha.gopal673@hotmail.com,,Surat,Gujarat,742074,FEMALE,,2025-02-28,4967,No
CUST001331,Jalsa Pillay,JALSA.PILLAY431@YAHOO.COM,9922972735,Indore ,Madhya Pradesh,128201,FEMALE,41,2025-07-08,2293,No
CUST001332,Harshil Salvi,harshil.salvi870@outlook.com,919102671296,Chennai,Tamil Nadu,203167,F,59,23-10-2023,,Yes
CUST001333,,kala.narayan908@outlook.com,9982296130,Jaipur,Rajasthan,717933,M,19,2025-09-15,3769,Yes
CUST001334,Gabriel Karnik,gabriel.karnik594@gmail.com,9283892043,Delhi ,Delhi,943431,Male,45,2025-07-01,4441,No
CUST001335,Mitali Bhakta,mitali.bhakta458@rediffmail.com,9378625365,PATNA,Bihar,549665,Female,30,,4461,Yes
CUST001336,Jhalak Gala,jhalak.gala362@rediffmail.com,,Nagpur,Maharashtra,793869,female,56,2022-06-21,4505,No
CUST001337,Advaith Sagar,advaith.sagar882@yahoo.com,9835779269,Ahmedabad,Gujarat,847778,Female,24,2026-03-20,4936,No
CUST001338,Vedhika Date,vedhika.date159@rediffmail.com,9679842474,Jaipur,Rajasthan,803630,Other,50,2024-03-23,,Yes
CUST001339,Samarth Bhatt,samarth.bhatt611@gmail.com,9150546742,Pune,Maharashtra,450632,Male,53,2024-07-27,1834,No
CUST001340,Divya Behl,divya.behl249@hotmail.com,,Surat,Gujarat,439449,female,64,2025-07-13,2902,Yes
CUST001341,Mugdha Dara,MUGDHA.DARA175@YAHOO.COM,N/A,Ahmedabad,,932928,Female,61,2024-05-12,4299,Yes
CUST001342,Wakeeta Khurana,wakeeta.khurana319@hotmail.com,9677023396,Nagpur ,Maharashtra,094394,Female,48,2024-08-06,1248,0
CUST001343,Jalsa Andra,jalsa.andra117@hotmail.com,9522564607,Hyderabad,Telangana,329864,FEMALE,55,2026-03-01,3656,Yes
CUST001344,Varenya Bajwa,varenya.bajwa366@outlook.com,9382828526,Chennai,Tamil Nadu,288672,Male,32,2025-11-18,2442,Yes
CUST001345,Krishna Shanker,krishna.shanker777@outlook.com,9323673969,Bangalore,Karnataka,001658,Female,63,2022-07-16,1206,Yes
CUST001346,Yashawini Wagle,yashawini.wagle214@gmail.com,+91-99910-62231,PUNE,Maharashtra,241519,MALE,59,2024-05-27,2458,No
CUST001347,Luke Dyal,luke.dyal254@rediffmail.com,9517751271,KOLKATA,West Bengal,249516,Female,42,2023-08-27,1002,No
CUST001348,vedika kalla,vedika.kalla275@rediffmail.com,N/A,Lucknow,Uttar Pradesh,684101,m,22,29-11-2023,588,No
CUST001349,Lajita Puri,lajita.puri858@hotmail.com,9515112849,Delhi,,275241,NA,31,2022-08-02,1052,Yes
CUST001350,Chaitaly Zacharia,chaitaly.zacharia995@yahoo.com,9130786111,Chennai,Tamil Nadu,814135,Female,,2023-05-08,1533,Yes
CUST001351,William Dewan,william.dewan387@outlook.com,9183708400,AHMEDABAD,Gujarat,489114,f,35,2023-04-20,,Yes
CUST001352,Tarak Cheema,tarak.cheema603@rediffmail.com,,Nagpur,Maharashtra,540526,m,49,2024-04-07,,No
CUST001353,Kala Thaman,kala.thaman124@hotmail.com,9762263984,lucknow,Uttar Pradesh,289516,Male,37,2025-07-11,2516,No
CUST001354,Mitali Kuruvilla,mitali.kuruvilla770@yahoo.com,9171387054,Delhi,Delhi,026923,m,42,2025-05-05,1293,No
CUST001355,Yasti Batta,yasti.batta95@hotmail.com,9128267121,Pune ,Maharashtra,217513,NA,,31/10/2025,2812,Yes
CUST001356,Jeet Dixit,jeet.dixit948@hotmail.com,9528777535,Indore,Madhya Pradesh,384668,Female,18,2026-03-13,541,No
CUST001357,Ati Mann,ATI.MANN704@OUTLOOK.COM,9990624412,nagpur,Maharashtra,759385,MALE,55,2026-02-16,2595,Yes
CUST001358,Chandresh Tak,chandresh.tak293@yahoo.com,9798610241,Mumbai,Maharashtra,425523,MALE,41,,4390,Yes
CUST001359,Lopa Rajagopal,lopa.rajagopal961@gmail.com,9565074258,Hyderabad,Telangana,747883,0,18,2022-08-30,797,No
CUST001360,Avni Pandey,avni.pandey780outlook.com,9536525602,Kolkata,West Bengal,,NA,60,2024-06-06,3049,yes
CUST001361,OSCAR OAK,,,Hyderabad,Telangana,302602,0,,2023-06-05,1377,Yes
CUST001362,,dhriti.kara492@gmail.com,N/A, Indore,Madhya Pradesh,186811,Male,43,2024-01-03,4254,Yes
CUST001363,REHAAN MANE,rehaan.mane238@rediffmail.com,+91-98138-65691,chennai,Tamil Nadu,223508,Male,60,2024-07-31,932,No
CUST001364,Parth Sastry,PARTH.SASTRY234@YAHOO.COM,9655149383,Hyderabad,Telangana,788235,Male,64,2022-10-26,2320,Yes
CUST001365,Yatin Swaminathan,yatin.swaminathan306@rediffmail.com,9951532333,JAIPUR,Rajasthan,367379,male,35,,2921,No
CUST001366,Dayamai Munshi,dayamai.munshi249@hotmail.com,9690715269,Ahmedabad,Gujarat,627747,NA,40,2024-05-14,1454,TRUE
CUST001367,Manbir Koshy,,9496996648,Kolkata,West Bengal,610265,F,44,30-08-2023,3026,No
CUST001368,Naveen Purohit,naveen.purohit453@hotmail.com,9522846709,Nagpur,Maharashtra,866474,Female,55,2026-04-21,4723,No
CUST001369,Ishita Sood,ishita.sood725@outlook.com,9736074159,bangalore,Karnataka,459041,Male,47,2025-11-07,1609,Yes
CUST001370,Anya Chokshi,anya.chokshi562@hotmail.com,9560813379,Hyderabad ,Telangana,607579,Male,64,2024-04-30,1936,Yes
CUST001371,Kamya Saxena,kamya.saxena513@gmail.com,N/A,Kolkata,West Bengal,460189,Male,19,2023/25/06,482,Yes
CUST001372,PRIYA LALL,PRIYA.LALL550@REDIFFMAIL.COM,9617515162,Indore,Madhya Pradesh,,Female,35,14-05-2025,2338,Yes
CUST001373,Bachittar Loke,bachittar.loke189@hotmail.com,9254779707,Chennai,Tamil Nadu,015037,Female,62,2024-10-17,1566,No
CUST001374,Jason Borde,jason.borde646@hotmail.com,,Patna,Bihar,350229,Male,-60,2022-08-04,3139,No
CUST001375,Ayaan Varghese,ayaan.varghese422@rediffmail.com,0000000000,Pune ,Maharashtra,096659,Female,28,2026-02-18,,Yes
CUST001376,Lavanya Bava,,919348704170, Chennai,Tamil Nadu,356648,MALE,48,2025/02/04,4370,No
CUST001377,Eiravati Brahmbhatt,eiravati.brahmbhatt91@gmail.com,9566176139,Surat,Gujarat,ABCDE,female,24,2024-11-12,4835,Yes
CUST001378,Brinda Seth,brinda.seth945@yahoo.com,9141502816,mumbai,Maharashtra,340745,,25,2025-09-28,,Yes
CUST001379,leena palla,leena.palla206@hotmail.com,9897487376,Bangalore,Karnataka,484931,Male,21,2025/15/06,3916,Yes
CUST001380,Vihaan Cherian,vihaan.cherian557@outlook.com,,Patna,Bihar,897752,Male,-49,2025-10-23,800,No
CUST001381,MICHAEL BHATNAGAR,michael.bhatnagar928outlook.com,9104625795,bhopal,Madhya Pradesh,655629,F,999,18-05-2024,2450,No
CUST001382,Daksha Deo,daksha.deo994@outlook.com,9647690382,Delhi,Delhi,936863,Male,22,2023-09-01,,FALSE
CUST001383,Shivansh Nayar,shivansh.nayar802@rediffmail.com,9281805182,Delhi ,Delhi,429379,,22,30-12-2023,2715,No
CUST001384,Udarsh Parmar,udarsh.parmar260@hotmail.com,9447006489,bangalore,Karnataka,534373,m,18,2026-03-15,532,FALSE
CUST001385,Chakradev Kara,chakradev.kara539@hotmail.com,9749086625,,Gujarat,180054,Female,,11-11-2025,2791,No
CUST001386,Shivani Narasimhan,shivani.narasimhan797@rediffmail.com,9256384640,Patna,Bihar,403013,Male,27,06-11-2023,3318,No
CUST001387,Gopal Munshi,gopal.munshi85@hotmail.com,9802129979,Mumbai,Maharashtra,671210,1,42,2023-07-12,1474,No
CUST001388,Bishakha Bumb,,9743713656,DELHI,Delhi,968329,FEMALE,49,13/12/2025,1380,Yes
